,Store Number,Year,Month,Full Packs Sold,Single Bottles Sold,Sale (Dollars),SMALL,LARGE,CHEAP,MIDPRICE,EXPENSIVE,BRANDY,GIN,OTHER,RUM,SCHNAPPS,SPIRITS,TEQUILA,VODKA,WHISKY
2104,4549,2019,11,34,0,4307.34,21.0,6.0,11.0,13.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,9.0,12.0
2105,4549,2019,12,47,0,5068.44,25.0,11.0,16.0,17.0,3.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,12.0,16.0
2106,4549,2020,1,42,0,5743.86,24.0,9.0,14.0,17.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,1.0,9.0,14.0
2107,4549,2020,2,31,0,3324.96,11.0,7.0,8.0,8.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,8.0
2108,4549,2020,3,32,0,4251.78,22.0,6.0,14.0,12.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,11.0,12.0
2109,4549,2020,4,56,0,5679.66,24.0,9.0,17.0,14.0,2.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,12.0,9.0
2110,4549,2020,5,24,0,3165.12,17.0,6.0,11.0,10.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,11.0,7.0
2111,4549,2020,6,53,0,6343.56,27.0,17.0,19.0,19.0,6.0,1.0,0.0,6.0,5.0,0.0,1.0,0.0,13.0,18.0
2112,4549,2020,7,31,0,3735.9,16.0,11.0,13.0,12.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,11.0,9.0
2113,4549,2020,8,71,0,9073.26,40.0,17.0,21.0,30.0,6.0,0.0,2.0,7.0,6.0,1.0,0.0,2.0,17.0,22.0
2114,4549,2020,9,11,0,1265.94,2.0,7.0,2.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0
2115,4549,2020,10,43,0,5335.38,28.0,12.0,16.0,20.0,4.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0,13.0,14.0
2116,4549,2020,11,44,0,4298.4,12.0,13.0,8.0,16.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,11.0
2117,4549,2020,12,32,0,3962.84,15.0,9.0,7.0,15.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,8.0,9.0
2118,4551,2017,1,25,72,3463.44,21.0,6.0,12.0,13.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,9.0,10.0
2119,4551,2017,2,16,22,1798.28,14.0,2.0,10.0,6.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,3.0
2120,4551,2017,3,40,120,5160.12,30.0,8.0,20.0,16.0,2.0,0.0,0.0,5.0,7.0,1.0,0.0,1.0,13.0,11.0
2121,4551,2017,4,21,92,2922.8,20.0,4.0,16.0,6.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,7.0,5.0
2122,4551,2017,5,40,151,5666.93,39.0,7.0,22.0,22.0,2.0,2.0,0.0,6.0,8.0,0.0,0.0,0.0,15.0,15.0
2123,4551,2017,6,7,29,1139.17,9.0,1.0,5.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0
2124,4551,2017,7,18,135,2882.47,20.0,7.0,13.0,11.0,3.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,13.0,5.0
2125,4551,2017,8,45,0,5827.44,34.0,6.0,17.0,21.0,2.0,1.0,0.0,4.0,8.0,0.0,0.0,1.0,15.0,11.0
2126,4551,2017,9,23,0,3077.64,16.0,3.0,9.0,9.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,6.0,5.0
2127,4551,2017,10,38,6,5542.8,21.0,3.0,10.0,12.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,7.0,7.0
2128,4551,2017,11,52,0,5748.6,23.0,6.0,15.0,12.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,11.0,6.0
2129,4551,2017,12,35,0,4370.5,15.0,3.0,8.0,9.0,1.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,2.0,4.0
2130,4551,2018,1,24,0,3287.2799999999997,17.0,4.0,5.0,14.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,6.0,7.0
2131,4551,2018,2,24,0,2666.64,13.0,4.0,9.0,6.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,5.0
2132,4551,2018,3,50,12,6791.58,32.0,7.0,17.0,19.0,3.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,12.0,9.0
2133,4551,2018,4,14,0,1571.6399999999999,6.0,3.0,3.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0
2134,4551,2018,5,56,12,7078.8,29.0,8.0,17.0,16.0,4.0,1.0,0.0,10.0,6.0,0.0,0.0,0.0,10.0,10.0
2135,4551,2018,6,21,0,2713.2,14.0,2.0,6.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,6.0
2136,4551,2018,7,44,0,6981.24,21.0,5.0,5.0,20.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,6.0,10.0
2137,4551,2018,8,48,0,6182.58,31.0,7.0,16.0,20.0,2.0,1.0,0.0,4.0,9.0,0.0,0.0,2.0,11.0,11.0
2138,4551,2018,9,37,0,4694.64,21.0,4.0,9.0,13.0,3.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,8.0,6.0
2139,4551,2018,10,25,0,2562.7200000000003,13.0,4.0,9.0,6.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,4.0
2140,4551,2018,11,27,3,2877.63,11.0,4.0,6.0,8.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,6.0
2141,4551,2018,12,31,10,4378.74,15.0,5.0,7.0,11.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,4.0,9.0
2142,4551,2019,1,37,11,4374.9,21.0,9.0,13.0,13.0,4.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,9.0,7.0
2143,4551,2019,2,28,12,3430.18,15.0,5.0,6.0,11.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,5.0,6.0
2144,4551,2019,3,29,10,3555.06,15.0,5.0,6.0,10.0,4.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,6.0,6.0
2145,4551,2019,4,41,15,4592.67,25.0,8.0,12.0,17.0,4.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,11.0,7.0
2146,4551,2019,5,34,6,3549.9,11.0,4.0,7.0,6.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,3.0
2147,4551,2019,6,19,10,2137.56,7.0,6.0,4.0,7.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0
2148,4551,2019,7,62,24,7836.24,34.0,10.0,17.0,21.0,6.0,0.0,0.0,8.0,10.0,2.0,0.0,0.0,13.0,11.0
2149,4551,2019,9,32,36,4047.06,22.0,6.0,6.0,18.0,4.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,7.0,9.0
2150,4551,2019,10,42,34,5480.45,29.0,7.0,13.0,18.0,5.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,10.0,9.0
2151,4551,2019,11,26,6,3206.34,14.0,4.0,7.0,9.0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,5.0
2152,4551,2019,12,33,0,4006.02,13.0,3.0,6.0,8.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,5.0
2153,4551,2020,1,30,6,3723.3,14.0,4.0,6.0,11.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,4.0,5.0
2154,4551,2020,2,35,0,4339.26,17.0,4.0,8.0,11.0,2.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,4.0,8.0
2155,4551,2020,4,63,83,7680.34,44.0,6.0,19.0,26.0,5.0,2.0,0.0,8.0,7.0,3.0,0.0,2.0,15.0,13.0
2156,4551,2020,5,21,12,2656.5,11.0,3.0,3.0,9.0,2.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0,3.0
2157,4551,2020,6,60,52,7425.16,32.0,6.0,10.0,24.0,4.0,0.0,0.0,6.0,10.0,1.0,1.0,0.0,9.0,11.0
2158,4551,2020,7,28,152,5406.11,49.0,6.0,18.0,31.0,6.0,0.0,0.0,9.0,7.0,3.0,0.0,4.0,21.0,11.0
2159,4551,2020,8,25,60,4170.3,25.0,3.0,8.0,18.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,12.0,9.0
2160,4551,2020,9,31,65,4161.1,23.0,5.0,9.0,17.0,2.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,10.0,3.0
2161,4551,2020,10,31,36,4370.64,28.0,5.0,14.0,16.0,3.0,0.0,1.0,2.0,5.0,2.0,0.0,1.0,10.0,12.0
2162,4551,2020,11,47,115,7060.38,42.0,7.0,22.0,22.0,5.0,1.0,1.0,14.0,5.0,3.0,0.0,0.0,17.0,8.0
2163,4551,2020,12,12,100,2566.2599999999998,25.0,3.0,7.0,20.0,1.0,0.0,0.0,3.0,5.0,2.0,1.0,1.0,7.0,9.0
2164,4552,2017,1,11,71,1771.63,17.0,4.0,10.0,9.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,9.0
2165,4552,2017,2,21,96,3170.48,23.0,7.0,11.0,17.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,7.0,13.0
2166,4552,2017,3,16,162,3303.38,30.0,5.0,16.0,17.0,2.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,8.0,15.0
2167,4552,2017,4,14,76,2174.38,15.0,4.0,9.0,8.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,9.0
2168,4552,2017,5,28,116,4212.5599999999995,29.0,6.0,16.0,17.0,2.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,8.0,15.0
2169,4552,2017,6,39,188,6007.4,38.0,8.0,19.0,26.0,1.0,0.0,0.0,5.0,10.0,1.0,0.0,3.0,12.0,15.0
2170,4552,2017,7,25,163,4317.99,38.0,8.0,23.0,20.0,3.0,0.0,0.0,7.0,9.0,0.0,0.0,1.0,15.0,14.0
2171,4552,2017,8,18,132,3232.62,30.0,6.0,16.0,19.0,1.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,11.0,12.0
2172,4552,2017,9,27,152,4210.0,37.0,6.0,20.0,23.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,11.0,21.0
2173,4552,2017,10,19,127,3107.07,28.0,6.0,17.0,14.0,3.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,9.0,13.0
2174,4552,2017,11,20,68,2712.9,20.0,6.0,11.0,14.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,10.0,9.0
2175,4552,2017,12,27,192,4449.34,38.0,3.0,22.0,19.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,1.0,10.0,12.0
2176,4552,2018,1,14,80,2714.78,21.0,2.0,11.0,12.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,7.0,7.0
2177,4552,2018,2,31,112,4420.9800000000005,32.0,7.0,20.0,17.0,2.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,13.0,11.0
2178,4552,2018,3,24,122,4060.7400000000002,30.0,5.0,16.0,19.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,11.0,14.0
2179,4552,2018,4,32,90,4555.7699999999995,31.0,7.0,16.0,20.0,2.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,14.0,13.0
2180,4552,2018,5,40,234,7864.97,55.0,7.0,24.0,36.0,2.0,0.0,0.0,10.0,16.0,5.0,0.0,1.0,14.0,16.0
2181,4552,2018,6,28,25,3217.86,21.0,4.0,11.0,12.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,8.0,5.0
2182,4552,2018,7,15,77,2010.05,21.0,2.0,11.0,11.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,9.0,8.0
2183,4552,2018,8,43,92,5430.44,34.0,9.0,19.0,20.0,4.0,0.0,0.0,10.0,6.0,2.0,0.0,1.0,11.0,13.0
2184,4552,2018,9,27,109,3528.36,29.0,6.0,16.0,16.0,3.0,0.0,0.0,9.0,4.0,1.0,0.0,0.0,8.0,13.0
2185,4552,2018,10,32,135,4640.55,35.0,10.0,19.0,22.0,4.0,0.0,0.0,7.0,12.0,2.0,0.0,0.0,10.0,14.0
2186,4552,2018,11,32,52,3753.12,20.0,6.0,10.0,14.0,2.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,5.0,8.0
2187,4552,2018,12,38,138,5018.44,32.0,9.0,13.0,25.0,3.0,0.0,0.0,6.0,7.0,1.0,0.0,1.0,13.0,13.0
2188,4552,2019,1,33,84,3630.52,24.0,6.0,13.0,15.0,2.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,10.0,6.0
2189,4552,2019,2,35,83,3978.02,25.0,9.0,12.0,18.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,12.0,10.0
2190,4552,2019,3,53,134,6322.32,43.0,10.0,20.0,29.0,4.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,16.0,19.0
2191,4552,2019,4,37,90,5004.81,46.0,11.0,17.0,33.0,7.0,0.0,1.0,9.0,13.0,1.0,0.0,1.0,13.0,19.0
2192,4552,2019,5,19,44,2230.2200000000003,13.0,5.0,5.0,11.0,2.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,5.0,3.0
2193,4552,2019,6,58,123,5602.25,38.0,11.0,21.0,24.0,4.0,0.0,0.0,8.0,10.0,3.0,0.0,0.0,17.0,11.0
2194,4552,2019,7,19,67,2690.7400000000002,22.0,5.0,9.0,17.0,1.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,9.0,6.0
2195,4552,2019,8,37,121,4423.13,38.0,6.0,14.0,28.0,2.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,18.0,14.0
2196,4552,2019,9,37,135,4049.33,37.0,6.0,18.0,21.0,4.0,0.0,0.0,9.0,5.0,1.0,0.0,2.0,12.0,14.0
2197,4552,2019,10,50,125,5134.52,41.0,9.0,23.0,25.0,2.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,19.0,14.0
2198,4552,2019,11,38,97,3906.66,37.0,4.0,18.0,21.0,2.0,0.0,0.0,8.0,7.0,2.0,0.0,0.0,11.0,13.0
2199,4552,2019,12,29,114,3609.87,41.0,5.0,17.0,26.0,3.0,0.0,0.0,6.0,8.0,2.0,0.0,0.0,12.0,18.0
2200,4552,2020,1,48,166,5302.58,53.0,9.0,22.0,36.0,4.0,0.0,0.0,11.0,10.0,3.0,0.0,0.0,19.0,19.0
2201,4552,2020,2,36,53,3086.29,30.0,4.0,11.0,20.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,11.0,15.0
2202,4552,2020,3,56,172,6333.25,63.0,8.0,25.0,39.0,7.0,0.0,0.0,12.0,9.0,1.0,0.0,2.0,20.0,27.0
2203,4552,2020,4,58,92,5203.04,40.0,6.0,14.0,30.0,2.0,0.0,0.0,7.0,8.0,2.0,0.0,2.0,14.0,13.0
2204,4552,2020,5,43,157,5374.21,52.0,4.0,14.0,40.0,2.0,0.0,0.0,9.0,4.0,1.0,0.0,4.0,16.0,22.0
2205,4552,2020,6,64,155,7285.97,65.0,9.0,20.0,47.0,7.0,0.0,2.0,15.0,13.0,1.0,1.0,2.0,18.0,22.0
2206,4552,2020,7,58,161,6071.07,57.0,6.0,17.0,42.0,4.0,0.0,2.0,11.0,8.0,5.0,0.0,1.0,14.0,22.0
2207,4552,2020,8,51,102,5071.58,42.0,8.0,15.0,32.0,3.0,0.0,0.0,6.0,11.0,2.0,0.0,2.0,13.0,16.0
2208,4552,2020,9,44,111,4467.82,41.0,5.0,15.0,28.0,3.0,0.0,0.0,9.0,7.0,1.0,0.0,3.0,13.0,13.0
2209,4552,2020,10,67,196,6717.68,63.0,8.0,29.0,36.0,6.0,0.0,0.0,12.0,12.0,4.0,0.0,1.0,24.0,18.0
2210,4552,2020,11,55,127,6282.21,67.0,7.0,29.0,40.0,5.0,0.0,0.0,13.0,8.0,2.0,1.0,2.0,21.0,27.0
2211,4552,2020,12,61,173,7113.17,72.0,4.0,31.0,43.0,2.0,0.0,1.0,15.0,8.0,4.0,1.0,3.0,20.0,24.0
2212,4553,2017,1,10,0,849.3,4.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0
2213,4553,2017,2,20,0,2322.96,12.0,6.0,8.0,9.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,7.0
2214,4553,2017,3,33,0,3137.7,17.0,7.0,10.0,12.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,9.0,9.0
2215,4553,2017,4,19,0,2000.34,10.0,4.0,5.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,6.0
2216,4553,2017,5,25,0,2535.36,13.0,6.0,9.0,9.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,7.0,5.0
2217,4553,2017,6,9,0,840.84,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2218,4553,2017,7,28,0,3617.52,16.0,8.0,9.0,12.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,7.0,11.0
2219,4553,2017,8,13,0,1422.8999999999999,5.0,5.0,2.0,7.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0
2220,4553,2017,9,26,0,2490.7799999999997,13.0,5.0,7.0,11.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,8.0
2221,4553,2017,10,31,0,4503.24,19.0,6.0,6.0,18.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,6.0,10.0
2222,4553,2017,11,20,0,2044.14,11.0,6.0,8.0,7.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,5.0
2223,4553,2017,12,20,0,2100.18,8.0,5.0,4.0,8.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,6.0
2224,4553,2018,1,10,0,1035.48,5.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0
2225,4553,2018,2,11,0,1017.84,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0
2226,4553,2018,3,29,10,2891.06,13.0,7.0,8.0,11.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0,9.0
2227,4553,2018,4,18,6,2054.26,12.0,6.0,6.0,10.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,5.0,5.0
2228,4553,2018,5,10,0,1237.2,8.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0
2229,4553,2018,6,22,0,2253.6,12.0,5.0,7.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,6.0
2230,4553,2018,7,13,4,1401.8,8.0,5.0,5.0,5.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0
2231,4553,2018,8,24,0,2635.32,14.0,5.0,6.0,12.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,5.0,6.0
2232,4553,2018,9,24,0,2429.46,13.0,6.0,7.0,10.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,4.0,6.0
2233,4553,2018,10,12,0,1118.82,6.0,4.0,6.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0
2234,4553,2018,11,39,0,3731.76,19.0,11.0,13.0,13.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,8.0,12.0
2235,4553,2018,12,20,0,2169.66,8.0,6.0,2.0,10.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,7.0
2236,4553,2019,1,26,1,3394.02,15.0,7.0,6.0,14.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,10.0
2237,4553,2019,2,28,0,3129.06,14.0,9.0,8.0,12.0,3.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,4.0,9.0
2238,4553,2019,3,13,0,1178.52,7.0,3.0,4.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0
2239,4553,2019,4,37,0,3298.14,17.0,8.0,12.0,10.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.0,7.0
2240,4553,2019,5,11,0,1050.72,6.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0
2241,4553,2019,6,38,1,3587.63,14.0,7.0,7.0,11.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,11.0
2242,4553,2019,7,12,54,1826.52,14.0,6.0,5.0,13.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,4.0,5.0
2243,4553,2019,8,30,48,4389.0,28.0,6.0,15.0,17.0,2.0,0.0,0.0,3.0,9.0,2.0,0.0,1.0,10.0,9.0
2244,4553,2019,9,31,0,3615.96,17.0,9.0,7.0,16.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,8.0,9.0
2245,4553,2019,10,17,30,1763.22,10.0,5.0,7.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,5.0
2246,4553,2019,11,32,30,3190.02,20.0,6.0,13.0,10.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,8.0,9.0
2247,4553,2019,12,11,0,1037.52,6.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0
2248,4553,2020,1,33,10,3950.4,17.0,7.0,5.0,17.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,6.0,11.0
2249,4553,2020,3,50,0,5860.74,31.0,9.0,16.0,19.0,5.0,1.0,0.0,5.0,9.0,1.0,0.0,2.0,14.0,8.0
2250,4553,2020,4,41,0,4238.34,16.0,5.0,8.0,11.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,7.0,9.0
2251,4553,2020,5,41,11,5467.27,22.0,6.0,9.0,17.0,2.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,7.0,9.0
2252,4553,2020,6,23,0,2413.08,11.0,4.0,4.0,9.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,6.0,4.0
2253,4553,2020,7,26,0,2997.06,10.0,6.0,4.0,11.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,4.0,4.0
2254,4553,2020,8,30,0,2874.96,13.0,7.0,9.0,9.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,6.0,4.0
2255,4553,2020,9,36,6,4782.35,26.0,7.0,11.0,20.0,2.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,12.0,8.0
2256,4553,2020,11,51,0,6133.54,30.0,5.0,17.0,17.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,10.0,14.0
2257,4553,2020,12,26,18,3243.66,18.0,4.0,10.0,12.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,2.0,5.0,4.0
2258,4555,2017,2,26,102,5271.0,28.0,9.0,13.0,23.0,1.0,0.0,0.0,5.0,5.0,3.0,0.0,2.0,9.0,13.0
2259,4555,2017,5,0,261,2183.84,34.0,2.0,22.0,13.0,1.0,0.0,2.0,6.0,2.0,4.0,0.0,1.0,9.0,12.0
2260,4555,2017,7,8,81,1591.01,21.0,4.0,17.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,8.0,8.0
2261,4555,2017,11,34,2,4956.0,30.0,5.0,22.0,9.0,4.0,0.0,1.0,5.0,8.0,3.0,0.0,0.0,11.0,7.0
2262,4555,2017,12,10,0,1400.28,6.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0
2263,4555,2018,3,16,0,1827.12,9.0,4.0,8.0,4.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,4.0,2.0
2264,4555,2018,5,17,12,2240.88,8.0,6.0,6.0,7.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,6.0
2265,4555,2018,6,9,46,1712.06,11.0,2.0,4.0,8.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,4.0
2266,4555,2018,8,20,0,1951.2,11.0,4.0,9.0,5.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,6.0,2.0
2267,4555,2018,10,25,22,2802.44,18.0,3.0,15.0,5.0,1.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,6.0,2.0
2268,4555,2018,12,22,0,2673.84,9.0,2.0,6.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0
2269,4555,2019,1,14,0,1782.24,7.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0
2270,4555,2019,3,19,6,2052.7,11.0,2.0,7.0,4.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0
2271,4555,2019,4,18,88,2951.26,28.0,3.0,16.0,14.0,1.0,0.0,0.0,7.0,2.0,10.0,0.0,0.0,3.0,9.0
2272,4555,2019,6,19,30,2459.18,16.0,1.0,10.0,6.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,5.0
2273,4555,2019,7,14,30,1789.74,14.0,1.0,9.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0,4.0
2274,4555,2019,9,20,95,3672.78,28.0,0.0,14.0,13.0,1.0,0.0,0.0,9.0,5.0,3.0,0.0,1.0,4.0,6.0
2275,4555,2019,11,31,66,4371.57,25.0,0.0,14.0,10.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,4.0,11.0
2276,4555,2019,12,13,35,1823.88,13.0,2.0,5.0,9.0,1.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,5.0
2277,4555,2020,2,18,14,2877.3,17.0,1.0,5.0,12.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,9.0
2278,4555,2020,3,12,0,1058.46,7.0,2.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0
2279,4555,2020,4,34,0,3762.06,19.0,0.0,10.0,8.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,8.0
2280,4555,2020,5,23,68,3172.1,23.0,1.0,9.0,14.0,1.0,0.0,1.0,4.0,2.0,3.0,0.0,0.0,6.0,8.0
2281,4555,2020,6,2,0,234.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2282,4555,2020,7,48,28,7249.56,37.0,3.0,15.0,21.0,4.0,0.0,0.0,5.0,5.0,2.0,0.0,1.0,9.0,18.0
2283,4555,2020,9,11,0,753.96,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
2284,4555,2020,10,18,21,1825.14,16.0,0.0,9.0,6.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,5.0,3.0
