,Store Number,Year,Month,Full Packs Sold,Single Bottles Sold,Sale (Dollars),SMALL,LARGE,CHEAP,MIDPRICE,EXPENSIVE,BRANDY,GIN,OTHER,RUM,SCHNAPPS,SPIRITS,TEQUILA,VODKA,WHISKY
0,4463,2017,1,88,110,10317.89,56.0,50.0,25.0,75.0,6.0,1.0,2.0,9.0,12.0,10.0,0.0,0.0,40.0,32.0
1,4463,2017,2,86,139,10824.47,64.0,56.0,26.0,86.0,8.0,3.0,1.0,12.0,17.0,8.0,0.0,1.0,40.0,38.0
2,4463,2017,3,101,161,12745.05,83.0,56.0,36.0,95.0,8.0,0.0,2.0,18.0,14.0,13.0,0.0,2.0,45.0,45.0
3,4463,2017,4,99,161,12401.86,86.0,46.0,40.0,83.0,9.0,4.0,2.0,10.0,18.0,14.0,0.0,6.0,37.0,41.0
4,4463,2017,5,114,158,14075.23,77.0,67.0,42.0,91.0,11.0,2.0,1.0,16.0,21.0,10.0,1.0,5.0,49.0,39.0
5,4463,2017,6,127,170,16428.24,87.0,63.0,40.0,98.0,12.0,1.0,2.0,12.0,26.0,12.0,0.0,5.0,54.0,38.0
6,4463,2017,7,110,113,13167.37,64.0,60.0,31.0,83.0,10.0,3.0,4.0,14.0,14.0,7.0,0.0,4.0,41.0,37.0
7,4463,2017,8,77,119,10150.07,55.0,40.0,25.0,61.0,9.0,2.0,2.0,10.0,12.0,6.0,0.0,5.0,35.0,23.0
8,4463,2017,9,149,170,17540.82,91.0,72.0,45.0,110.0,8.0,3.0,0.0,20.0,19.0,12.0,1.0,6.0,56.0,46.0
9,4463,2017,10,92,143,12362.4,76.0,51.0,36.0,81.0,10.0,4.0,4.0,14.0,17.0,13.0,0.0,4.0,37.0,34.0
10,4463,2017,11,90,133,11043.76,59.0,47.0,26.0,73.0,7.0,1.0,2.0,9.0,18.0,7.0,0.0,2.0,33.0,34.0
11,4463,2017,12,166,269,22482.82,124.0,69.0,60.0,117.0,16.0,5.0,9.0,34.0,33.0,14.0,1.0,1.0,42.0,54.0
12,4463,2018,1,69,123,8676.57,62.0,36.0,27.0,64.0,7.0,4.0,1.0,9.0,8.0,9.0,0.0,3.0,36.0,28.0
13,4463,2018,2,90,144,11381.94,65.0,48.0,26.0,80.0,7.0,2.0,4.0,9.0,13.0,9.0,1.0,1.0,42.0,32.0
14,4463,2018,3,138,241,18470.0,105.0,70.0,50.0,109.0,16.0,5.0,7.0,23.0,26.0,7.0,1.0,4.0,52.0,50.0
15,4463,2018,4,78,132,10037.38,62.0,41.0,37.0,58.0,8.0,4.0,8.0,13.0,9.0,10.0,0.0,4.0,32.0,23.0
16,4463,2018,5,125,168,14760.74,75.0,52.0,37.0,82.0,8.0,2.0,6.0,9.0,17.0,1.0,0.0,1.0,51.0,40.0
17,4463,2018,6,122,205,16674.34,96.0,65.0,48.0,97.0,16.0,3.0,5.0,20.0,28.0,10.0,1.0,3.0,45.0,46.0
18,4463,2018,7,105,109,13096.94,67.0,52.0,37.0,71.0,11.0,1.0,3.0,12.0,15.0,7.0,0.0,5.0,41.0,35.0
19,4463,2018,8,127,124,14708.22,78.0,66.0,42.0,87.0,15.0,2.0,7.0,14.0,22.0,6.0,1.0,2.0,49.0,41.0
20,4463,2018,9,95,113,10684.98,66.0,48.0,38.0,68.0,8.0,1.0,3.0,13.0,15.0,8.0,0.0,0.0,41.0,33.0
21,4463,2018,10,111,77,12579.95,50.0,58.0,28.0,71.0,9.0,5.0,2.0,13.0,9.0,5.0,0.0,2.0,30.0,42.0
22,4463,2018,11,162,120,18437.37,82.0,76.0,43.0,97.0,18.0,3.0,4.0,18.0,20.0,7.0,0.0,0.0,51.0,55.0
23,4463,2018,12,124,147,15188.95,75.0,54.0,32.0,82.0,15.0,2.0,4.0,16.0,16.0,5.0,1.0,1.0,35.0,49.0
24,4463,2019,1,86,88,10598.15,51.0,38.0,22.0,60.0,7.0,3.0,1.0,13.0,12.0,6.0,1.0,2.0,25.0,26.0
25,4463,2019,2,111,84,13439.94,56.0,54.0,28.0,68.0,14.0,2.0,1.0,13.0,14.0,8.0,0.0,4.0,29.0,39.0
26,4463,2019,3,137,162,16310.67,94.0,77.0,50.0,98.0,23.0,4.0,3.0,29.0,22.0,7.0,0.0,1.0,58.0,47.0
27,4463,2019,4,92,147,11710.99,69.0,42.0,30.0,68.0,13.0,1.0,1.0,16.0,11.0,6.0,0.0,0.0,42.0,34.0
28,4463,2019,5,154,216,19652.56,109.0,87.0,50.0,126.0,20.0,3.0,2.0,36.0,22.0,7.0,2.0,3.0,59.0,62.0
29,4463,2019,6,93,108,11253.12,57.0,49.0,23.0,68.0,15.0,1.0,1.0,12.0,15.0,4.0,0.0,2.0,42.0,29.0
30,4463,2019,7,113,97,13098.56,71.0,51.0,35.0,71.0,16.0,1.0,1.0,14.0,19.0,11.0,1.0,2.0,41.0,32.0
31,4463,2019,8,67,39,7401.43,35.0,30.0,22.0,37.0,6.0,1.0,0.0,13.0,9.0,2.0,0.0,1.0,19.0,20.0
32,4463,2019,9,66,82,8655.23,54.0,26.0,23.0,43.0,14.0,1.0,2.0,12.0,13.0,4.0,0.0,3.0,22.0,23.0
33,4463,2019,10,111,74,12184.33,64.0,52.0,32.0,70.0,14.0,5.0,1.0,14.0,10.0,7.0,1.0,1.0,39.0,38.0
34,4463,2019,11,87,58,9685.68,45.0,42.0,28.0,50.0,9.0,1.0,1.0,10.0,13.0,1.0,0.0,3.0,24.0,34.0
35,4463,2019,12,73,80,8396.33,53.0,37.0,26.0,54.0,10.0,4.0,1.0,13.0,11.0,8.0,0.0,1.0,23.0,29.0
36,4463,2020,1,91,104,11494.94,74.0,40.0,37.0,64.0,13.0,2.0,4.0,19.0,13.0,3.0,0.0,4.0,32.0,37.0
37,4463,2020,2,79,106,8864.74,57.0,43.0,28.0,61.0,11.0,3.0,2.0,11.0,13.0,3.0,0.0,4.0,28.0,36.0
38,4463,2020,3,86,63,9244.35,54.0,36.0,31.0,52.0,7.0,2.0,1.0,14.0,16.0,5.0,0.0,3.0,27.0,22.0
39,4463,2020,4,104,124,12234.6,79.0,42.0,37.0,74.0,10.0,0.0,4.0,15.0,16.0,8.0,0.0,3.0,40.0,35.0
40,4463,2020,5,115,131,13267.41,71.0,56.0,35.0,73.0,19.0,3.0,2.0,20.0,15.0,10.0,1.0,4.0,36.0,36.0
41,4463,2020,6,62,109,9117.89,45.0,32.0,19.0,49.0,9.0,0.0,4.0,14.0,11.0,2.0,1.0,3.0,14.0,28.0
42,4463,2020,7,130,86,14410.630000000001,63.0,57.0,36.0,67.0,17.0,2.0,1.0,17.0,19.0,3.0,3.0,3.0,37.0,35.0
43,4463,2020,8,77,90,9304.539999999999,52.0,39.0,28.0,50.0,13.0,2.0,5.0,14.0,13.0,1.0,1.0,4.0,27.0,24.0
44,4463,2020,9,96,102,11307.29,65.0,39.0,33.0,59.0,12.0,2.0,1.0,13.0,13.0,5.0,2.0,3.0,34.0,31.0
45,4463,2020,10,61,38,6737.57,37.0,25.0,23.0,34.0,5.0,2.0,2.0,9.0,9.0,0.0,2.0,2.0,14.0,22.0
46,4463,2020,11,124,99,15281.38,77.0,45.0,31.0,75.0,16.0,1.0,2.0,18.0,23.0,8.0,2.0,2.0,31.0,35.0
47,4463,2020,12,101,76,12262.92,60.0,38.0,32.0,53.0,13.0,3.0,1.0,17.0,17.0,4.0,2.0,2.0,22.0,30.0
48,4473,2017,1,42,0,4931.3,18.0,18.0,6.0,23.0,7.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,10.0,13.0
49,4473,2017,2,29,0,3436.08,16.0,10.0,8.0,13.0,5.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,11.0,3.0
50,4473,2017,3,26,0,2664.24,8.0,14.0,5.0,12.0,5.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,6.0,5.0
51,4473,2017,4,36,0,3839.82,16.0,15.0,6.0,19.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.0,7.0
52,4473,2017,5,38,0,4719.42,22.0,16.0,9.0,21.0,8.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,14.0,11.0
53,4473,2017,6,55,0,6747.3,26.0,19.0,9.0,28.0,8.0,1.0,1.0,8.0,9.0,0.0,0.0,1.0,17.0,8.0
54,4473,2017,7,62,3,7020.18,29.0,23.0,14.0,27.0,11.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,19.0,9.0
55,4473,2017,8,46,0,5200.62,20.0,17.0,9.0,19.0,9.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,13.0,11.0
56,4473,2017,9,40,0,4816.22,22.0,15.0,10.0,21.0,6.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,13.0,9.0
57,4473,2017,10,49,0,5255.7,18.0,24.0,8.0,24.0,10.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,13.0,11.0
58,4473,2017,11,48,0,5390.1,24.0,17.0,11.0,24.0,6.0,1.0,0.0,9.0,7.0,1.0,0.0,0.0,14.0,9.0
59,4473,2017,12,52,0,5678.22,22.0,14.0,8.0,21.0,7.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,14.0,10.0
60,4473,2018,1,53,0,5760.88,21.0,18.0,11.0,21.0,7.0,0.0,0.0,10.0,7.0,1.0,0.0,1.0,11.0,9.0
61,4473,2018,2,44,0,4482.6,17.0,18.0,8.0,19.0,8.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,12.0,8.0
62,4473,2018,3,41,3,4189.64,21.0,15.0,13.0,19.0,4.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,12.0,8.0
63,4473,2018,4,60,0,6353.58,24.0,23.0,13.0,25.0,9.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,16.0,13.0
64,4473,2018,5,60,0,6672.12,25.0,22.0,10.0,27.0,10.0,1.0,0.0,9.0,10.0,1.0,0.0,0.0,14.0,12.0
65,4473,2018,6,50,0,5184.12,18.0,19.0,9.0,19.0,9.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,17.0,7.0
66,4473,2018,7,64,2,7548.96,30.0,22.0,14.0,29.0,9.0,0.0,0.0,13.0,10.0,0.0,0.0,1.0,18.0,10.0
67,4473,2018,8,63,0,6972.72,29.0,22.0,13.0,28.0,10.0,1.0,0.0,10.0,6.0,0.0,0.0,0.0,18.0,16.0
68,4473,2018,9,33,0,3117.54,9.0,15.0,5.0,13.0,6.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,8.0,6.0
69,4473,2018,10,53,0,5963.42,26.0,19.0,12.0,24.0,9.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,16.0,12.0
70,4473,2018,11,46,2,5100.18,23.0,15.0,12.0,22.0,4.0,1.0,0.0,8.0,6.0,0.0,0.0,2.0,14.0,7.0
71,4473,2018,12,65,0,7525.3,29.0,23.0,12.0,29.0,11.0,0.0,0.0,11.0,9.0,1.0,0.0,0.0,17.0,14.0
72,4473,2019,1,32,0,3458.4,16.0,9.0,10.0,9.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,8.0,4.0
73,4473,2019,2,44,0,4116.5,19.0,14.0,11.0,15.0,7.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,11.0,9.0
74,4473,2019,3,26,0,3151.68,12.0,9.0,4.0,12.0,5.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,6.0,5.0
75,4473,2019,4,43,0,4574.7,19.0,15.0,10.0,17.0,7.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,14.0,7.0
76,4473,2019,5,64,1,6850.88,29.0,19.0,17.0,25.0,6.0,1.0,0.0,8.0,11.0,0.0,0.0,0.0,19.0,9.0
77,4473,2019,6,55,0,6040.82,26.0,20.0,9.0,28.0,9.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,13.0,19.0
78,4473,2019,7,76,38,8932.2,30.0,14.0,11.0,28.0,5.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,17.0,10.0
79,4473,2019,8,28,0,3720.18,15.0,6.0,8.0,9.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,7.0,8.0
80,4473,2019,9,32,66,4512.96,27.0,5.0,11.0,18.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,14.0,10.0
81,4473,2019,10,11,24,1800.54,8.0,5.0,4.0,8.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,5.0
82,4473,2019,11,49,12,6476.08,20.0,9.0,7.0,18.0,4.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,7.0,10.0
83,4473,2019,12,35,1,5043.34,27.0,9.0,11.0,21.0,4.0,1.0,0.0,5.0,6.0,0.0,0.0,0.0,15.0,9.0
84,4473,2020,1,43,0,4341.8,23.0,11.0,11.0,17.0,6.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,12.0,8.0
85,4473,2020,2,29,84,4540.8,29.0,6.0,8.0,24.0,3.0,2.0,0.0,4.0,7.0,1.0,0.0,1.0,7.0,13.0
86,4473,2020,3,32,48,4003.56,19.0,8.0,9.0,16.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,10.0,7.0
87,4473,2020,4,43,64,5155.02,19.0,10.0,14.0,14.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,9.0
88,4473,2020,5,35,72,5194.92,22.0,8.0,11.0,18.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,10.0,10.0
89,4473,2020,6,92,108,12467.04,53.0,12.0,21.0,38.0,6.0,1.0,0.0,13.0,9.0,1.0,1.0,2.0,22.0,16.0
90,4473,2020,7,12,103,3375.99,31.0,1.0,11.0,20.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,14.0,7.0
91,4473,2020,8,49,53,6636.0,30.0,7.0,13.0,20.0,4.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,11.0,10.0
92,4473,2020,9,5,128,2371.9,23.0,3.0,10.0,14.0,2.0,2.0,1.0,7.0,6.0,0.0,0.0,1.0,2.0,7.0
93,4473,2020,10,30,145,4240.78,24.0,4.0,14.0,12.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,11.0,9.0
94,4473,2020,11,43,321,7138.45,69.0,9.0,34.0,38.0,6.0,0.0,2.0,15.0,11.0,4.0,0.0,2.0,22.0,22.0
95,4473,2020,12,35,63,4683.6,26.0,5.0,12.0,15.0,4.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,11.0,11.0
96,4487,2017,1,39,219,4678.16,41.0,8.0,26.0,19.0,4.0,4.0,1.0,7.0,8.0,0.0,0.0,1.0,15.0,13.0
97,4487,2017,2,12,166,2439.5099999999998,25.0,7.0,19.0,12.0,1.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,10.0,11.0
98,4487,2017,3,14,215,3225.61,34.0,7.0,19.0,19.0,3.0,2.0,0.0,4.0,8.0,0.0,0.0,1.0,11.0,15.0
99,4487,2017,4,12,87,1864.32,17.0,4.0,13.0,7.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,7.0
100,4487,2017,5,15,165,2718.44,28.0,6.0,20.0,12.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,9.0,15.0
101,4487,2017,6,22,188,3877.55,34.0,8.0,18.0,21.0,3.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,15.0,15.0
102,4487,2017,7,17,70,2148.0,17.0,4.0,11.0,8.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,10.0,5.0
103,4487,2017,8,10,81,1356.27,15.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,8.0
104,4487,2017,9,17,164,3716.2799999999997,32.0,5.0,17.0,17.0,3.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,12.0,11.0
105,4487,2017,10,15,146,2666.2599999999998,27.0,5.0,15.0,15.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,12.0,11.0
106,4487,2017,11,12,135,2380.45,24.0,3.0,14.0,12.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,8.0,7.0
107,4487,2017,12,19,167,3573.34,37.0,7.0,21.0,18.0,5.0,2.0,0.0,11.0,9.0,0.0,0.0,1.0,13.0,8.0
108,4487,2018,1,9,192,2593.26,29.0,4.0,17.0,16.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,10.0,14.0
109,4487,2018,2,13,142,2332.51,23.0,4.0,15.0,10.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,11.0,7.0
110,4487,2018,3,21,103,3144.08,29.0,7.0,14.0,19.0,3.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,13.0,12.0
111,4487,2018,4,5,93,1184.4,13.0,4.0,8.0,8.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,4.0
112,4487,2018,5,13,155,2705.49,29.0,8.0,17.0,14.0,6.0,1.0,0.0,9.0,5.0,0.0,0.0,1.0,10.0,11.0
113,4487,2018,6,14,128,2555.12,23.0,3.0,10.0,15.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,10.0
114,4487,2018,7,19,257,3783.92,38.0,6.0,20.0,20.0,4.0,2.0,0.0,9.0,6.0,0.0,0.0,1.0,13.0,13.0
115,4487,2018,8,13,156,2228.37,27.0,4.0,18.0,12.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,13.0,7.0
116,4487,2018,9,8,138,1985.1,19.0,5.0,12.0,11.0,1.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,10.0,4.0
117,4487,2018,10,8,127,1928.44,20.0,5.0,7.0,15.0,3.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,7.0,8.0
118,4487,2018,11,63,177,7319.780000000001,43.0,7.0,25.0,21.0,4.0,1.0,2.0,11.0,4.0,0.0,0.0,4.0,17.0,11.0
119,4487,2019,1,12,153,2421.42,26.0,3.0,14.0,14.0,1.0,1.0,1.0,3.0,7.0,1.0,0.0,0.0,9.0,7.0
120,4487,2019,2,17,123,2398.08,22.0,8.0,14.0,13.0,3.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,11.0,6.0
121,4487,2019,3,13,151,2299.8,25.0,5.0,18.0,10.0,2.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,12.0,7.0
122,4487,2019,4,8,69,1053.45,12.0,2.0,9.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,4.0
123,4487,2019,5,14,179,2870.81,29.0,5.0,18.0,14.0,2.0,1.0,1.0,7.0,4.0,0.0,0.0,0.0,12.0,9.0
124,4487,2019,6,12,189,2798.55,29.0,5.0,13.0,19.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,11.0,11.0
125,4487,2019,7,20,234,3604.11,42.0,11.0,31.0,19.0,3.0,3.0,1.0,11.0,9.0,4.0,0.0,0.0,16.0,9.0
126,4487,2019,8,11,186,2555.04,32.0,3.0,17.0,16.0,2.0,2.0,0.0,7.0,3.0,1.0,0.0,1.0,11.0,10.0
127,4487,2019,9,8,28,1053.0,10.0,2.0,4.0,6.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,1.0
128,4487,2019,10,12,180,2215.11,35.0,3.0,21.0,14.0,3.0,1.0,0.0,8.0,6.0,0.0,0.0,2.0,11.0,10.0
129,4487,2019,11,7,90,1167.09,16.0,1.0,11.0,4.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,6.0,4.0
130,4487,2019,12,16,213,3196.2599999999998,34.0,7.0,17.0,20.0,4.0,1.0,0.0,8.0,8.0,0.0,0.0,1.0,12.0,11.0
131,4487,2020,1,11,169,2784.12,39.0,4.0,18.0,22.0,3.0,3.0,1.0,5.0,5.0,1.0,0.0,0.0,12.0,16.0
132,4487,2020,2,17,291,3981.81,51.0,9.0,28.0,27.0,5.0,3.0,0.0,6.0,9.0,1.0,0.0,3.0,22.0,16.0
133,4487,2020,3,9,171,2345.25,33.0,5.0,17.0,18.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,14.0,14.0
134,4487,2020,4,21,234,3645.39,39.0,3.0,22.0,19.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2.0,16.0,14.0
135,4487,2020,5,15,210,3328.62,41.0,7.0,21.0,25.0,2.0,0.0,1.0,6.0,8.0,0.0,0.0,1.0,18.0,14.0
136,4487,2020,6,22,229,4098.31,52.0,8.0,22.0,35.0,3.0,0.0,0.0,7.0,8.0,0.0,1.0,1.0,21.0,22.0
137,4487,2020,7,17,331,4445.63,54.0,9.0,31.0,26.0,6.0,1.0,0.0,7.0,6.0,1.0,0.0,2.0,30.0,16.0
138,4487,2020,8,28,294,5134.32,61.0,7.0,30.0,35.0,3.0,1.0,1.0,7.0,7.0,1.0,1.0,2.0,24.0,24.0
139,4487,2020,9,22,437,5589.42,79.0,9.0,37.0,43.0,8.0,0.0,1.0,14.0,13.0,3.0,0.0,3.0,34.0,20.0
140,4487,2020,10,18,362,4591.07,60.0,11.0,30.0,35.0,6.0,0.0,1.0,10.0,7.0,2.0,0.0,2.0,32.0,17.0
141,4487,2020,11,22,354,4652.67,61.0,9.0,27.0,38.0,5.0,0.0,1.0,8.0,9.0,2.0,0.0,3.0,30.0,17.0
142,4487,2020,12,28,416,6278.15,71.0,7.0,38.0,36.0,4.0,1.0,2.0,10.0,14.0,1.0,2.0,1.0,25.0,22.0
143,4489,2017,1,19,84,3021.13,25.0,4.0,12.0,16.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,12.0,9.0
144,4489,2017,2,13,56,1969.12,15.0,4.0,9.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,9.0
145,4489,2017,3,15,73,1761.76,13.0,3.0,7.0,8.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,5.0
146,4489,2017,4,24,207,4592.69,40.0,6.0,20.0,22.0,4.0,3.0,0.0,5.0,8.0,0.0,0.0,2.0,17.0,11.0
147,4489,2017,5,18,120,3335.32,24.0,4.0,9.0,15.0,4.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,9.0,12.0
148,4489,2017,6,12,69,1855.41,17.0,2.0,10.0,9.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,8.0,5.0
149,4489,2017,7,13,137,2357.46,24.0,1.0,16.0,9.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,9.0,8.0
150,4489,2017,8,33,53,4401.12,26.0,7.0,15.0,15.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,14.0,12.0
151,4489,2017,10,12,116,2124.47,18.0,3.0,9.0,11.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,9.0,4.0
152,4489,2017,12,19,141,3821.26,28.0,4.0,10.0,21.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,2.0,12.0,9.0
153,4489,2018,1,15,126,3001.56,22.0,5.0,12.0,12.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,5.0,11.0
154,4489,2018,2,14,218,3736.12,35.0,3.0,16.0,22.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,1.0,12.0,12.0
155,4489,2018,3,8,126,2231.26,19.0,4.0,7.0,14.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,9.0
156,4489,2018,5,15,230,3845.09,36.0,6.0,22.0,17.0,3.0,2.0,0.0,7.0,8.0,0.0,0.0,1.0,10.0,14.0
157,4489,2018,6,29,159,4850.79,36.0,4.0,19.0,18.0,3.0,1.0,0.0,7.0,5.0,0.0,0.0,0.0,15.0,12.0
158,4489,2018,7,12,164,2806.64,26.0,3.0,14.0,13.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,9.0,8.0
159,4489,2018,8,9,72,1325.6200000000001,12.0,4.0,9.0,5.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,5.0
160,4489,2018,9,23,175,4587.7,37.0,4.0,17.0,21.0,3.0,2.0,0.0,6.0,7.0,0.0,0.0,2.0,14.0,10.0
161,4489,2018,10,32,195,5502.13,38.0,9.0,19.0,23.0,5.0,1.0,0.0,8.0,6.0,0.0,0.0,2.0,13.0,17.0
162,4489,2018,11,11,199,3356.34,29.0,7.0,17.0,15.0,4.0,2.0,0.0,5.0,5.0,0.0,0.0,1.0,12.0,11.0
163,4489,2018,12,10,202,2889.92,26.0,4.0,18.0,10.0,2.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,11.0,8.0
164,4489,2019,1,19,48,2598.9,14.0,6.0,7.0,10.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,5.0,4.0
165,4489,2019,2,22,169,3961.09,28.0,5.0,14.0,18.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,1.0,9.0,12.0
166,4489,2019,3,31,229,5557.46,40.0,9.0,22.0,24.0,3.0,2.0,1.0,6.0,3.0,0.0,0.0,4.0,17.0,16.0
167,4489,2019,5,24,283,4821.54,40.0,6.0,23.0,21.0,2.0,4.0,0.0,9.0,6.0,0.0,0.0,1.0,13.0,13.0
168,4489,2019,7,26,185,4937.9800000000005,36.0,4.0,17.0,19.0,4.0,1.0,0.0,3.0,6.0,2.0,0.0,2.0,14.0,12.0
169,4489,2019,8,20,156,3458.44,28.0,4.0,16.0,14.0,2.0,3.0,0.0,2.0,5.0,0.0,0.0,2.0,9.0,11.0
170,4489,2019,9,19,216,4725.69,39.0,5.0,17.0,22.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,3.0,14.0,11.0
171,4489,2019,10,22,11,3332.46,21.0,2.0,11.0,8.0,4.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,7.0,7.0
172,4489,2019,11,11,46,1932.08,15.0,2.0,8.0,8.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,7.0
173,4489,2020,1,38,4,4920.44,25.0,6.0,14.0,14.0,3.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,8.0,11.0
174,4489,2020,3,22,0,1877.1,13.0,2.0,9.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,3.0
175,4489,2020,4,53,0,6188.34,27.0,6.0,14.0,15.0,4.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,11.0,10.0
176,4489,2020,5,29,0,3681.56,21.0,3.0,9.0,13.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,8.0,7.0
177,4489,2020,6,48,0,6226.64,29.0,8.0,11.0,22.0,4.0,0.0,0.0,10.0,3.0,1.0,1.0,2.0,11.0,9.0
178,4489,2020,7,31,0,3509.54,22.0,2.0,10.0,12.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,6.0,8.0
179,4489,2020,8,39,0,6266.16,33.0,4.0,13.0,23.0,1.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,17.0
180,4489,2020,9,30,0,3254.5,23.0,3.0,12.0,12.0,2.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,9.0,5.0
181,4489,2020,11,58,57,9007.54,53.0,4.0,22.0,32.0,3.0,1.0,2.0,9.0,7.0,2.0,0.0,3.0,14.0,19.0
182,4489,2020,12,46,80,6470.4,43.0,7.0,19.0,26.0,5.0,0.0,0.0,8.0,7.0,2.0,1.0,0.0,16.0,16.0
183,4490,2017,1,22,398,5456.7,103.0,3.0,61.0,43.0,2.0,7.0,1.0,26.0,10.0,3.0,0.0,2.0,28.0,29.0
